0,0.029729
0.0001,0.02979
0.0002,0.029853
0.0003,0.029918
0.0004,0.029985
0.0005,0.030054
0.0006,0.030125
0.0007,0.030197
0.0008,0.030271
0.0009,0.030347
0.001,0.030425
0.0011,0.030504
0.0012,0.030585
0.0013,0.030668
0.0014,0.030753
0.0015,0.030839
0.0016,0.030928
0.0017,0.031018
0.0018,0.031109
0.0019,0.031203
0.002,0.031298
0.0021,0.031395
0.0022,0.031494
0.0023,0.031594
0.0024,0.031696
0.0025,0.0318
0.0026,0.031906
0.0027,0.032013
0.0028,0.032122
0.0029,0.032233
0.003,0.032345
0.0031,0.032459
0.0032,0.032575
0.0033,0.032692
0.0034,0.032811
0.0035,0.032932
0.0036,0.033054
0.0037,0.033178
0.0038,0.033304
0.0039,0.033431
0.004,0.03356
0.0041,0.033691
0.0042,0.033823
0.0043,0.033957
0.0044,0.034092
0.0045,0.034229
0.0046,0.034368
0.0047,0.034508
0.0048,0.03465
0.0049,0.034793
0.005,0.034938
0.0051,0.035085
0.0052,0.035233
0.0053,0.035383
0.0054,0.035534
0.0055,0.035687
0.0056,0.035841
0.0057,0.035997
0.0058,0.036154
0.0059,0.036313
0.006,0.036473
0.0061,0.036635
0.0062,0.036799
0.0063,0.036963
0.0064,0.03713
0.0065,0.037297
0.0066,0.037467
0.0067,0.037637
0.0068,0.03781
0.0069,0.037983
0.007,0.038158
0.0071,0.038335
0.0072,0.038512
0.0073,0.038692
0.0074,0.038872
0.0075,0.039054
0.0076,0.039238
0.0077,0.039423
0.0078,0.039609
0.0079,0.039796
0.008,0.039985
0.0081,0.040175
0.0082,0.040366
0.0083,0.040559
0.0084,0.040753
0.0085,0.040948
0.0086,0.041145
0.0087,0.041343
0.0088,0.041542
0.0089,0.041742
0.009,0.041944
0.0091,0.042146
0.0092,0.04235
0.0093,0.042555
0.0094,0.042762
0.0095,0.042969
0.0096,0.043178
0.0097,0.043387
0.0098,0.043598
0.0099,0.04381
0.01,0.044023
0.0101,0.044236
0.0102,0.044451
0.0103,0.044667
0.0104,0.044884
0.0105,0.045102
0.0106,0.045321
0.0107,0.04554
0.0108,0.045761
0.0109,0.045982
0.011,0.046204
0.0111,0.046427
0.0112,0.046651
0.0113,0.046875
0.0114,0.0471
0.0115,0.047325
0.0116,0.04755
0.0117,0.047776
0.0118,0.048
0.0119,0.048223
0.012,0.048445
0.0121,0.048667
0.0122,0.048889
0.0123,0.049112
0.0124,0.049336
0.0125,0.04956
0.0126,0.049786
0.0127,0.050014
0.0128,0.050244
0.0129,0.050475
0.013,0.050708
0.0131,0.050943
0.0132,0.05118
0.0133,0.051418
0.0134,0.051659
0.0135,0.051901
0.0136,0.052145
0.0137,0.05239
0.0138,0.052638
0.0139,0.052887
0.014,0.053138
0.0141,0.053391
0.0142,0.053645
0.0143,0.053902
0.0144,0.05416
0.0145,0.05442
0.0146,0.054682
0.0147,0.054945
0.0148,0.05521
0.0149,0.055478
0.015,0.055746
0.0151,0.056017
0.0152,0.056289
0.0153,0.056564
0.0154,0.05684
0.0155,0.057117
0.0156,0.057397
0.0157,0.057678
0.0158,0.057962
0.0159,0.058246
0.016,0.058533
0.0161,0.058822
0.0162,0.059112
0.0163,0.059404
0.0164,0.059698
0.0165,0.059993
0.0166,0.060291
0.0167,0.06059
0.0168,0.060891
0.0169,0.061193
0.017,0.061498
0.0171,0.061804
0.0172,0.062112
0.0173,0.062422
0.0174,0.062733
0.0175,0.063047
0.0176,0.063362
0.0177,0.063679
0.0178,0.063998
0.0179,0.064318
0.018,0.06464
0.0181,0.064964
0.0182,0.06529
0.0183,0.065618
0.0184,0.065947
0.0185,0.066278
0.0186,0.066611
0.0187,0.066945
0.0188,0.067282
0.0189,0.06762
0.019,0.06796
0.0191,0.068302
0.0192,0.068645
0.0193,0.06899
0.0194,0.069337
0.0195,0.069686
0.0196,0.070037
0.0197,0.070389
0.0198,0.070743
0.0199,0.071099
0.02,0.071457
0.0201,0.071816
0.0202,0.072177
0.0203,0.07254
0.0204,0.072905
0.0205,0.073271
0.0206,0.073639
0.0207,0.074009
0.0208,0.074381
0.0209,0.074755
0.021,0.07513
0.0211,0.075507
0.0212,0.075886
0.0213,0.076266
0.0214,0.076648
0.0215,0.077033
0.0216,0.077418
0.0217,0.077806
0.0218,0.078195
0.0219,0.078586
0.022,0.078979
0.0221,0.079374
0.0222,0.07977
0.0223,0.080168
0.0224,0.080568
0.0225,0.08097
0.0226,0.081373
0.0227,0.081778
0.0228,0.082185
0.0229,0.082594
0.023,0.083004
0.0231,0.083416
0.0232,0.08383
0.0233,0.084246
0.0234,0.084663
0.0235,0.085083
0.0236,0.085503
0.0237,0.085926
0.0238,0.086351
0.0239,0.086777
0.024,0.087205
0.0241,0.087634
0.0242,0.088066
0.0243,0.088499
0.0244,0.088934
0.0245,0.08937
0.0246,0.089809
0.0247,0.090249
0.0248,0.090691
0.0249,0.091134
0.025,0.09158
0.0251,0.092027
0.0252,0.092476
0.0253,0.092926
0.0254,0.093379
0.0255,0.093833
0.0256,0.094288
0.0257,0.094746
0.0258,0.095205
0.0259,0.095666
0.026,0.096129
0.0261,0.096594
0.0262,0.09706
0.0263,0.097528
0.0264,0.097998
0.0265,0.098469
0.0266,0.098942
0.0267,0.099417
0.0268,0.099894
0.0269,0.10037
0.027,0.10085
0.0271,0.10133
0.0272,0.10182
0.0273,0.1023
0.0274,0.10279
0.0275,0.10328
0.0276,0.10377
0.0277,0.10426
0.0278,0.10476
0.0279,0.10525
0.028,0.10575
0.0281,0.10625
0.0282,0.10675
0.0283,0.10725
0.0284,0.10776
0.0285,0.10826
0.0286,0.10877
0.0287,0.10928
0.0288,0.10979
0.0289,0.1103
0.029,0.11082
0.0291,0.11133
0.0292,0.11185
0.0293,0.11237
0.0294,0.11289
0.0295,0.11342
0.0296,0.11394
0.0297,0.11447
0.0298,0.115
0.0299,0.11553
0.03,0.11606
0.0301,0.11659
0.0302,0.11713
0.0303,0.11767
0.0304,0.1182
0.0305,0.11874
0.0306,0.11929
0.0307,0.11983
0.0308,0.12038
0.0309,0.12092
0.031,0.12147
0.0311,0.12202
0.0312,0.12258
0.0313,0.12313
0.0314,0.12369
0.0315,0.12424
0.0316,0.1248
0.0317,0.12536
0.0318,0.12593
0.0319,0.12649
0.032,0.12706
0.0321,0.12762
0.0322,0.12819
0.0323,0.12876
0.0324,0.12934
0.0325,0.12991
0.0326,0.13049
0.0327,0.13107
0.0328,0.13165
0.0329,0.13223
0.033,0.13281
0.0331,0.13339
0.0332,0.13398
0.0333,0.13457
0.0334,0.13516
0.0335,0.13575
0.0336,0.13634
0.0337,0.13694
0.0338,0.13754
0.0339,0.13813
0.034,0.13873
0.0341,0.13934
0.0342,0.13994
0.0343,0.14054
0.0344,0.14115
0.0345,0.14176
0.0346,0.14237
0.0347,0.14298
0.0348,0.14359
0.0349,0.14421
0.035,0.14483
0.0351,0.14544
0.0352,0.14607
0.0353,0.14669
0.0354,0.14731
0.0355,0.14794
0.0356,0.14856
0.0357,0.14919
